sources,destinations,w,timestamps,edge_idxs,review_date
899.0,954.0,1.0,971481600.0,885.0,2000-10-14
948.0,173.0,2.321928094887362,971568000.0,886.0,2000-10-15
955.0,824.0,2.321928094887362,971568000.0,887.0,2000-10-15
906.0,137.0,2.0,971654400.0,888.0,2000-10-16
934.0,956.0,2.0,971654400.0,889.0,2000-10-16
934.0,952.0,2.0,971654400.0,890.0,2000-10-16
906.0,138.0,1.584962500721156,971654400.0,891.0,2000-10-16
934.0,860.0,2.0,971654400.0,892.0,2000-10-16
39.0,957.0,2.0,971740800.0,893.0,2000-10-17
958.0,489.0,2.321928094887362,971740800.0,894.0,2000-10-17
934.0,959.0,2.321928094887362,971740800.0,895.0,2000-10-17
788.0,350.0,2.0,971740800.0,896.0,2000-10-17
960.0,63.0,2.321928094887362,971827200.0,897.0,2000-10-18
961.0,345.0,2.321928094887362,971827200.0,898.0,2000-10-18
962.0,752.0,2.321928094887362,971913600.0,899.0,2000-10-19
679.0,963.0,2.0,971913600.0,900.0,2000-10-19
245.0,964.0,1.584962500721156,972000000.0,901.0,2000-10-20
965.0,966.0,1.584962500721156,972000000.0,902.0,2000-10-20
245.0,967.0,2.0,972000000.0,903.0,2000-10-20
968.0,778.0,1.0,972000000.0,904.0,2000-10-20
941.0,78.0,2.321928094887362,972086400.0,905.0,2000-10-21
347.0,350.0,2.0,972086400.0,906.0,2000-10-21
948.0,969.0,2.321928094887362,972086400.0,907.0,2000-10-21
347.0,970.0,2.321928094887362,972086400.0,908.0,2000-10-21
948.0,971.0,2.321928094887362,972086400.0,909.0,2000-10-21
972.0,325.0,2.321928094887362,972172800.0,910.0,2000-10-22
858.0,973.0,2.0,972259200.0,911.0,2000-10-23
934.0,526.0,2.321928094887362,972259200.0,912.0,2000-10-23
968.0,432.0,2.321928094887362,972259200.0,913.0,2000-10-23
974.0,975.0,2.321928094887362,972259200.0,914.0,2000-10-23
858.0,503.0,2.321928094887362,972259200.0,915.0,2000-10-23
976.0,977.0,2.0,972259200.0,916.0,2000-10-23
978.0,432.0,2.321928094887362,972345600.0,917.0,2000-10-24
979.0,657.0,2.0,972345600.0,918.0,2000-10-24
980.0,463.0,1.584962500721156,972345600.0,919.0,2000-10-24
981.0,982.0,2.321928094887362,972345600.0,920.0,2000-10-24
983.0,345.0,2.0,972432000.0,921.0,2000-10-25
760.0,984.0,2.321928094887362,972432000.0,922.0,2000-10-25
406.0,985.0,2.0,972432000.0,923.0,2000-10-25
986.0,987.0,2.0,972432000.0,924.0,2000-10-25
760.0,477.0,2.321928094887362,972432000.0,925.0,2000-10-25
986.0,988.0,2.0,972432000.0,926.0,2000-10-25
98.0,629.0,2.0,972432000.0,927.0,2000-10-25
989.0,98.0,2.0,972518400.0,928.0,2000-10-26
990.0,991.0,1.0,972518400.0,929.0,2000-10-26
980.0,992.0,2.0,972604800.0,930.0,2000-10-27
993.0,994.0,2.321928094887362,972604800.0,931.0,2000-10-27
906.0,690.0,2.0,972604800.0,932.0,2000-10-27
565.0,995.0,2.321928094887362,972691200.0,933.0,2000-10-28
679.0,996.0,2.0,972691200.0,934.0,2000-10-28
565.0,997.0,2.321928094887362,972691200.0,935.0,2000-10-28
760.0,959.0,2.321928094887362,972691200.0,936.0,2000-10-28
998.0,999.0,2.0,972691200.0,937.0,2000-10-28
383.0,1000.0,1.584962500721156,972777600.0,938.0,2000-10-29
1001.0,1002.0,2.321928094887362,972777600.0,939.0,2000-10-29
245.0,521.0,2.321928094887362,972777600.0,940.0,2000-10-29
1003.0,1004.0,1.584962500721156,972864000.0,941.0,2000-10-30
906.0,1005.0,2.0,972864000.0,942.0,2000-10-30
1006.0,295.0,2.321928094887362,972864000.0,943.0,2000-10-30
1007.0,987.0,1.0,972950400.0,944.0,2000-10-31
986.0,1008.0,2.0,972950400.0,945.0,2000-10-31
986.0,1009.0,2.0,972950400.0,946.0,2000-10-31
1007.0,988.0,1.0,972950400.0,947.0,2000-10-31
1010.0,1011.0,2.321928094887362,973036800.0,948.0,2000-11-01
1012.0,872.0,2.0,973036800.0,949.0,2000-11-01
1001.0,1013.0,2.321928094887362,973123200.0,950.0,2000-11-02
286.0,562.0,2.321928094887362,973123200.0,951.0,2000-11-02
1014.0,123.0,2.0,973123200.0,952.0,2000-11-02
1015.0,612.0,1.0,973123200.0,953.0,2000-11-02
1016.0,1017.0,1.584962500721156,973209600.0,954.0,2000-11-03
172.0,1018.0,2.321928094887362,973209600.0,955.0,2000-11-03
934.0,1019.0,2.321928094887362,973209600.0,956.0,2000-11-03
1020.0,1021.0,2.0,973296000.0,957.0,2000-11-04
1020.0,997.0,2.321928094887362,973296000.0,958.0,2000-11-04
1022.0,1023.0,1.0,973296000.0,959.0,2000-11-04
1024.0,954.0,2.321928094887362,973382400.0,960.0,2000-11-05
934.0,1025.0,2.321928094887362,973382400.0,961.0,2000-11-05
393.0,1026.0,2.321928094887362,973382400.0,962.0,2000-11-05
1027.0,1028.0,2.0,973382400.0,963.0,2000-11-05
1029.0,325.0,1.584962500721156,973468800.0,964.0,2000-11-06
1029.0,785.0,1.584962500721156,973468800.0,965.0,2000-11-06
1029.0,690.0,1.584962500721156,973468800.0,966.0,2000-11-06
1030.0,426.0,2.321928094887362,973468800.0,967.0,2000-11-06
1029.0,685.0,1.584962500721156,973468800.0,968.0,2000-11-06
1029.0,1031.0,1.584962500721156,973468800.0,969.0,2000-11-06
1029.0,80.0,1.584962500721156,973468800.0,970.0,2000-11-06
1001.0,1032.0,2.321928094887362,973468800.0,971.0,2000-11-06
1001.0,1032.0,2.321928094887362,973468800.0,972.0,2000-11-06
1033.0,567.0,1.584962500721156,973555200.0,973.0,2000-11-07
903.0,1034.0,2.321928094887362,973641600.0,974.0,2000-11-08
1035.0,745.0,2.321928094887362,973641600.0,975.0,2000-11-08
558.0,949.0,2.0,973641600.0,976.0,2000-11-08
558.0,1008.0,1.584962500721156,973641600.0,977.0,2000-11-08
679.0,926.0,2.321928094887362,973641600.0,978.0,2000-11-08
1036.0,1037.0,0.0,973728000.0,979.0,2000-11-09
1038.0,1039.0,2.0,973728000.0,980.0,2000-11-09
1040.0,1041.0,2.0,973728000.0,981.0,2000-11-09
934.0,635.0,2.0,973814400.0,982.0,2000-11-10
934.0,78.0,2.321928094887362,973814400.0,983.0,2000-11-10
1042.0,1043.0,2.321928094887362,973814400.0,984.0,2000-11-10
1044.0,345.0,2.321928094887362,973900800.0,985.0,2000-11-11
679.0,533.0,2.321928094887362,973900800.0,986.0,2000-11-11
1045.0,957.0,2.0,973900800.0,987.0,2000-11-11
1046.0,345.0,0.0,973900800.0,988.0,2000-11-11
294.0,1047.0,1.584962500721156,973900800.0,989.0,2000-11-11
550.0,1048.0,0.0,973900800.0,990.0,2000-11-11
1049.0,98.0,1.584962500721156,973987200.0,991.0,2000-11-12
1050.0,982.0,2.321928094887362,973987200.0,992.0,2000-11-12
347.0,959.0,2.321928094887362,973987200.0,993.0,2000-11-12
893.0,187.0,2.321928094887362,974073600.0,994.0,2000-11-13
558.0,1051.0,2.0,974073600.0,995.0,2000-11-13
934.0,350.0,2.321928094887362,974073600.0,996.0,2000-11-13
501.0,78.0,2.0,974160000.0,997.0,2000-11-14
403.0,957.0,2.321928094887362,974160000.0,998.0,2000-11-14
1052.0,562.0,2.0,974160000.0,999.0,2000-11-14
613.0,1053.0,2.0,974246400.0,1000.0,2000-11-15
